name,group,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Trinidad and Tobago,North America,5071.285557,5240.655855,5354.497819,5743.766192,5970.327241,6311.106551,6544.683827,7044.089736,8033.096122,8637.573301,9102.422018,10264.67428,10714.74422,10959.66371,10555.89147,10515.63403,10047.90319
Tunisia,Africa,1828.181448,1930.420696,2007.68857,2080.664494,2177.268831,2245.335059,2327.437616,2340.805906,2454.335085,2576.343908,2653.593468,2776.257059,2921.993577,3023.398051,3083.98651,3143.533869,3050.885999
Turkey,Asia,3713.622635,3923.860895,4154.442935,4184.287831,3982.203914,4189.478062,3894.650922,4077.772373,4234.679177,4569.414208,4887.370377,5154.661097,5323.682988,5288.416087,4968.579023,5356.000439,5741.410398
Uganda,Africa,221.8284014,234.7133909,239.4405149,243.8486185,255.7044438,255.7806112,260.7363255,274.6005446,283.0782984,292.6805093,301.2583026,323.0773993,339.0620829,356.8351769,370.5361322,379.9914906,392.7088001
Ukraine,Europe,670.4856861,608.8159886,595.9567816,589.8821355,594.2795457,635.7089682,701.2094906,745.0390011,821.7133693,928.1552911,960.2262143,1037.312259,1125.959706,1158.110564,991.1002641,1036.837506,1094.681152
United Kingdom,Europe,21498.79017,22061.54938,22732.53847,23463.03804,24125.47891,25057.61353,25686.65028,26214.96735,27105.18271,27752.91158,28354.03958,28913.09629,29771.30335,29287.76042,27933.77767,28244.33694,28272.40661
United States,North America,30050.98673,30827.9882,31831.46159,32847.35197,34053.35541,35081.92308,35116.21508,35427.90996,36021.31408,36931.39383,37718.00537,38349.39879,38710.88544,38208.76118,36539.22823,37329.61591,37691.02733
Uruguay,South America,6146.711025,6465.206609,6973.363589,7249.309766,7076.216877,6914.362582,6633.475168,6120.259436,6178.858603,6491.610552,6967.471275,7233.906191,7685.2245,8211.661782,8382.829016,9096.794459,9581.05659
Uzbekistan,Asia,499.8947288,498.761383,514.8978427,528.4640553,545.2774927,558.221144,574.3502834,590.058588,607.7253728,647.0119854,684.2969072,725.3469456,783.0274969,839.9109699,892.7489089,941.6718455,992.7613654
Venezuela,South America,5119.602561,5005.250067,5218.154035,5132.015852,4733.817832,4818.70818,4890.92999,4377.382134,3966.499729,4610.489039,5000.076202,5401.421719,5777.628568,5984.144953,5700.884058,5528.363114,5671.912202
Vietnam,Asia,309.4149314,332.944352,354.5124636,369.2367194,381.1028022,401.5478021,423.8286215,448.6001988,475.9692714,506.9389496,543.3565222,581.5782774,623.9574826,656.3107275,683.9964502,722.8100533,757.4009286
Yemen,Asia,494.5977947,499.0076785,508.389801,523.1331648,527.3740991,543.7138828,547.622371,552.071517,555.420732,559.9991715,573.4857059,573.8957089,575.2493701,578.3232708,582.6175013,608.5960601,528.3986734
Zambia,Africa,317.9384211,331.0225109,332.6409262,317.5586907,316.0358938,318.9268222,326.5887929,329.7351753,338.8847613,349.0854725,359.0712373,372.0836755,385.1228226,396.3443844,410.3162672,434.6598042,443.9206307
Zimbabwe,Africa,510.7519156,553.8762918,559.537089,567.4543121,556.3033687,534.7911515,539.662758,490.3868614,406.8785624,383.7076653,362.5763768,351.1720467,339.6548829,280.3085028,296.5486099,322.5569276,347.7456605
